id,name,muscle_group,category,created_at,form_notes,help_url,equipment
0f4d1d9b-8cbb-47e3-8193-dd6b72d38707,Barbell Curl,Arms,strength,2026-03-01 00:05:46.651691+00,Stand with underhand grip slightly wider than hip-width. Pin elbows firmly to sides throughout the movement. Curl bar to shoulder height. Squeeze biceps hard at top. Lower slowly to full extension over 3 seconds. Avoid swinging the torso.,https://youtu.be/54x2WF1_Suc,Barbell
c5b0c5ce-4dc2-4f28-ba12-fcf87bb13540,squat row,Back & Legs,strength,2026-03-28 01:35:56.411066+00,null,https://youtu.be/q-Cqh92uI18,Cable
3c6389cc-09bb-40f7-b72a-ac12c4d60b9b,Cross-Body Shoulder Stretch,Shoulders,stretch,2026-04-02 15:46:51.961723+00,"Sit or lie and reach one arm in front of you. Use the opposite hand to gently pull it further across the body, creating a stretch in the posterior shoulder and outer rotator cuff. Hold 20–30 seconds. Keep the shoulder depressed — do not hike it up.",https://youtu.be/aIq0fLi8iak,Bodyweight
4cebc36a-6b49-4779-af1b-d14e6cac33fd,Shoulder Sleeper Stretch,Shoulders,stretch,2026-04-02 15:46:51.961723+00,"Lie on your side on the affected shoulder. Bend elbow 90°. Use your other hand to gently press the forearm toward the floor, stretching the posterior capsule. Hold 20–30 seconds. Perform after warming up. Stop if shoulder pain worsens.",https://youtu.be/a_Z9WhGyKkE,Bodyweight
a4b1239d-26ca-4110-8833-a302e2a20f91,Neck Side Stretch,Shoulders,stretch,2026-04-02 15:46:51.961723+00,Sit or stand tall. Tilt your right ear toward your right shoulder. Hold 20–30 seconds — you will feel a stretch along the left side of the neck (left upper trapezius and levator scapulae). Return to centre. Switch sides. Do not rotate the neck — pure lateral flexion only.,https://youtu.be/6Tr3GLfySYo,Bodyweight
28f95059-92b4-4c06-be15-3a662cdfe816,Neck Flexion Stretch,Shoulders,stretch,2026-04-02 15:46:51.961723+00,Stand or sit tall. Tuck your chin gently toward your chest until you feel a stretch in the back of your neck and upper thoracic spine. Hold 20–30 seconds. Do not forcefully flex — just gentle overpressure. Relieves upper cervical tension common from sitting and screen use.,https://youtu.be/6Tr3GLfySYo,Bodyweight
61aa2277-6cc3-4331-adea-4e3c3b1204a2,Posterior Shoulder Stretch,Shoulders,stretch,2026-04-02 15:46:51.961723+00,"Reach one arm behind you (as if into a back pocket), palm out. Use the opposite hand to gently pull the wrist further back and toward the midline, creating a stretch in the posterior shoulder. Hold 20–30 seconds per side. Targets the posterior capsule and infraspinatus.",https://youtu.be/9XE8pkcBwMs,Bodyweight
075ed000-6fba-4e71-bd25-47eec853294c,Bicep Wall Stretch,Arms,stretch,2026-04-02 15:46:51.961723+00,"Stand with arm extended, palm up. With the other hand, gently press the fingers back (extending the wrist) to stretch the bicep tendon and anterior elbow. You can also press the palm against a wall with arm straight and rotate away. Hold 20–30 seconds per side.",https://youtu.be/j0rdJpN4B8Y,Bodyweight
34afc986-8a2c-4e73-a47f-66cddf004f20,Forearm Flexor Stretch,Arms,stretch,2026-04-02 15:46:51.961723+00,"Extend one arm in front, elbow straight, palm up. With the other hand, gently press the fingers down (wrist extension) to stretch the forearm flexors and medial elbow tendons. Hold 20–30 seconds per side. Perform 2–3 times. Essential for those with golfer's elbow or high grip-work volume.",https://youtu.be/63LEj3oP6lA,Bodyweight
a4b1f027-1420-498c-824c-ce9b39cf6148,Figure Four Stretch,Hips,stretch,2026-04-02 15:46:51.961723+00,"Lie on your back. Cross one ankle over the opposite knee. Pull both legs toward your chest to feel a stretch in the crossed leg's glute (piriformis, hip external rotators). Hold 30–60 seconds. Alternatively sit upright and lean forward over crossed legs.",https://youtu.be/Xb5gHdYtHnk,Bodyweight
750c8572-09c3-4754-91f1-0201d5bd3f26,Seated Glute Stretch,Glutes,stretch,2026-04-02 15:46:51.961723+00,Sit on a chair or bench. Cross one ankle over the opposite knee. Lean gently forward from the hips while keeping the back straight. You should feel a stretch in the glute and outer hip. Hold 30–60 seconds. Breathe normally. Switch sides.,https://youtu.be/e3DZzHcwk3o,Bodyweight
8b74c192-8310-44a4-b418-34246625b8f2,Lying Quad Stretch,Legs,stretch,2026-04-02 15:46:51.961723+00,Lie on your side. Bend the top knee and hold the foot or ankle behind you (same as standing quad stretch but lying). Keep hips stacked. Hold 30–60 seconds per side. Use if standing balance is difficult. Press the hip slightly forward for a deeper hip flexor component.,https://youtu.be/_xU-wIiMxpI,Bodyweight
a6dde5d3-f633-4ee9-8dde-45b9e6944fe4,Seated Hamstring Stretch,Legs,stretch,2026-04-02 15:46:51.961723+00,"Sit with one or both legs extended in front. Hinge at the hips and reach toward your feet with a long spine — do not round the back aggressively. Hold 30–60 seconds. Breathe into the hamstrings. On each exhale, try to reach slightly further forward.",https://youtu.be/aJvfeuu71gw,Bodyweight
86826a31-7033-400b-818f-ab9e1282fa4a,Seated Forward Fold,Legs,stretch,2026-04-02 15:46:51.961723+00,"Sit with both legs extended, feet flexed. Hinge forward from the hips reaching both hands toward the feet. Keep the spine long — this is a hip hinge, not a spinal flexion. Hold 30–60 seconds. Breathe deeply and allow the hamstrings to progressively relax.",https://youtu.be/1E-84p0itDs,Bodyweight
92c01251-6aaf-4332-9624-163ea241a28a,Prayer Stretch,Hands,stretch,2026-04-02 15:46:51.961723+00,"Place palms together in front of the chest (prayer position). Press hands together gently, then lower the hands toward the waist while keeping palms touching. You will feel a stretch in the wrist flexors. Hold 20–30 seconds. Then reverse (reverse prayer) for the extensors.",https://youtu.be/yIby7iIVL4k,Bodyweight
da6ae97d-5308-4bc8-9c72-6bf21f6a9e02,Single-Leg Reach (Bulg Squat),Legs,strength,2026-03-02 23:50:57.793365+00,"1. Being in a standing position. Jump into a split leg position, with one leg forward and one leg back, flexing the knees and lowering your hips slightly as you do so.
2. As you descend, immediately reverse direction, standing back up and jumping, reversing the position of your legs. Repeat 5-10 times on each leg.",https://youtu.be/Q20qIs79tJc,Bodyweight
259ef0ba-2328-4135-b4e9-2fda23c4e289,Reverse Prayer Stretch,Hands,stretch,2026-04-02 15:46:51.961723+00,"Place the backs of the hands together in front of the chest, fingers pointing down. Press gently together and raise the hands. You will feel a stretch in the wrist extensors and forearm. Hold 20–30 seconds. Pair with Prayer Stretch for a complete wrist mobility routine.",https://youtu.be/chPRkQUcsw0,Bodyweight
23e811f4-b56b-43e5-852e-64d53d770515,Finger Extension Stretch,Hands,stretch,2026-04-02 15:46:51.961723+00,"Start with fingers straight and extended. Curl fingertips to touch the top of the palm (hook fist), then curl into a full fist, then open fully again. Perform each position slowly and with control. Repeat 10 times. Maintains finger tendon mobility and reduces risk of tendon adhesions.",https://youtu.be/FfFK4e8sviY,Bodyweight
2401c894-2638-4f25-a37d-b8fcf466e74c,Thumb Stretch,Hands,stretch,2026-04-02 15:46:51.961723+00,"Extend one thumb outward. Use the opposite hand to gently press the thumb into extension (away from the palm), then into flexion (toward the palm). Hold each 10–15 seconds. Helps maintain CMC joint mobility and reduce de Quervain's tendinopathy risk. Especially important for those with high grip volume.",https://youtu.be/wK4II92qHDs,Bodyweight
1eda2e14-ca78-4a6b-8f55-a9560dd40bd4,Dynamic Side Lunges,Legs,strength,2026-04-15 13:57:42.332781+00,null,null,Bodyweight
3cf9bfff-d021-43fe-adc7-627e1f5b3795,Side Lunge,Legs,strength,2026-03-21 15:13:21.208424+00,null,https://youtu.be/rvqLVxYqEvo,Bodyweight
ab73d889-e546-4d6a-b571-10b81f12d63d,Side Iso Hops,Legs,flexibility,2026-03-21 15:13:35.782057+00,null,https://youtu.be/1nalEXWG8jo,Bodyweight
f298ee0b-3d2a-4dac-afe2-486cd6bc6887,Pistol Squat,Legs,strength,2026-03-21 15:14:45.137452+00,null,https://youtu.be/bH3mRwnAN88,Bodyweight
38d4d123-5560-4c33-a9d5-28e3b64ea3e6,Pushup,Chest,strength,2026-03-21 15:15:19.738124+00,null,https://youtu.be/HHRDXEG1YCU,Bodyweight
4e352135-601e-454b-a834-df1ef6decbce,Pushups,Chest,strength,2026-03-23 22:40:03.385607+00,null,https://youtu.be/HHRDXEG1YCU,Bodyweight
f774f5fc-300e-43ab-b364-6f060162ba5d,reverse lunges,Legs,strength,2026-03-25 12:41:39.621643+00,null,https://youtu.be/Ry-wqegeKlE,Bodyweight
21d5a91e-7e45-4245-8df4-58365c7a4664,Mid Row,Back,strength,2026-03-02 23:50:57.793365+00,"1. Begin by taking a medium to wide grip on a pull-up apparatus with your palms facing away from you. From a hanging position, tuck your knees to your chest, leaning back and getting your legs over your side of the pull-up apparatus. This will be your starting position.
2. Beginning with your arms straight, flex the elbows and retract the shoulder blades to raise your body up until your legs contact the pull-up apparatus.
3. After a brief pause, return to the starting position.",https://youtu.be/yrRHFZ3MDxA,Bodyweight
af7adb56-80a5-471f-9609-9263f6a1e0d7,RDL,Legs,strength,2026-03-02 23:50:57.793365+00,"1. Put a barbell in front of you on the ground and grab it using a pronated (palms facing down) grip that a little wider than shoulder width. Tip: Depending on the weight used, you may need wrist wraps to perform the exercise and also a raised platform in order to allow for better range of motion.
2. Bend the knees slightly and keep the shins vertical, hips back and back straight. This will be your starting position.
3. Keeping your back and arms completely straight at all times, use your hips to lift the bar as you exhale. Tip: The movement should not be fast but steady and under control.
4. Once you are standing completely straight up, lower the bar by pushing the hips back, only slightly bending the knees, unlike when squatting. Tip: Take a deep breath at the start of the movement and keep your chest up. Hold your breath as you lower and exhale as you complete the movement.
5. Repeat for the recommended amount of repetitions.",https://youtu.be/5rIqP63yWFg,Barbell
e0f4535c-3225-4923-a401-21f3548237a2,standing rows,Back,strength,2026-03-28 01:33:55.776351+00,null,https://youtu.be/UL8ZcK64KxA,Machine
c4eec08e-8fb9-4d52-965b-2b9ce21ded0a,Sled Push,Legs,cardio,2026-03-21 15:15:51.93626+00,null,https://youtu.be/9XRRXaUpnLk,Other
3855a501-0355-4ef9-b924-ac3cc7a37ba6,Wrist Circles,Hands,stretch,2026-04-02 15:46:51.961723+00,"Rotate each wrist slowly in full circles — 10 rotations clockwise, 10 counter-clockwise. Move through the complete range of motion at the wrist joint. Warms up the wrist flexors, extensors, and radioulnar joint. Always perform before barbell work, gymnastics, and racquet sports.",https://youtu.be/20Y-W5fHPEM,Bodyweight
ff1e84ad-9f6c-45b4-8abe-6165ea95190a,Tendon Glide,Hands,stretch,2026-04-02 15:46:51.961723+00,"Open your hand fully, then make a hook fist (bend only the first two joints), then a straight fist (all knuckles bent), then a full fist. Return to open. Each tendon glide position isolates different flexor tendons. Perform 10 repetitions of the full sequence. Critical for post-hand surgery rehab and preventing tendon adhesions.",https://youtu.be/favZefGkiHk,Bodyweight
91408e7e-fb4a-4e56-a3b0-5d81bb3c48d8,Toe Flexor Stretch,Feet,stretch,2026-04-02 15:46:51.961723+00,Sit and gently curl your toes downward — feel the stretch on the top of the toes (toe extensors). Hold 10–15 seconds. Then extend your toes back to stretch the toe flexors. Repeat 10 times. Improves mobility of the MTP joints. Useful for those with plantar fasciitis or turf toe.,https://youtu.be/Ed0BjBEh5sE,Bodyweight
ce8e07a5-b7ff-4e5d-9c4c-228cc2f67051,Toe Spread Stretch,Feet,stretch,2026-04-02 15:46:51.961723+00,"Sit or stand. Actively splay all toes as wide apart as possible and hold for 3–5 seconds. Release. Repeat 10 times. Improves toe abductor strength and mobility. Reverses toe compression from shoes. Important for foot health, balance, and running economy.",https://youtu.be/xr0O6x7h5fU,Bodyweight
23bbc036-3eb2-496a-9a7a-18fa3517393f,Seated Calf & Ankle Stretch,Feet,stretch,2026-04-02 15:46:51.961723+00,Sit on a chair. Cross one ankle over the opposite knee. Apply gentle downward pressure on the crossed ankle to stretch the calf and achilles of that leg. Hold 20–30 seconds. Flex the foot up and down gently to mobilise the ankle joint. Switch sides.,https://youtu.be/dEJgPRgsnnY,Bodyweight
4c63c00f-12ca-4d06-8660-08c65a51c7d6,Levator Scapulae Stretch,Back,stretch,2026-04-02 15:46:51.961723+00,Sit or stand. Place one hand over the opposite shoulder. Tilt your head gently away from that shoulder until you feel a stretch along the neck and upper trapezius above the hand. Hold 20–30 seconds. Helps relieve levator scapulae tension from prolonged sitting and screen use.,https://youtu.be/GSoXPJRnR6E,Bodyweight
8797b3d2-3f4c-4e72-921d-a08bc95415e5,strength 1,Whole Body,strength,2026-03-23 22:38:45.241254+00,null,null,Other
425f37e1-c2eb-4995-9cb9-f74793a0f397,Romanian Deadlift,Legs,strength,2026-03-01 00:05:46.651691+00,"1. Put a barbell in front of you on the ground and grab it using a pronated (palms facing down) grip that a little wider than shoulder width. Tip: Depending on the weight used, you may need wrist wraps to perform the exercise and also a raised platform in order to allow for better range of motion.
2. Bend the knees slightly and keep the shins vertical, hips back and back straight. This will be your starting position.
3. Keeping your back and arms completely straight at all times, use your hips to lift the bar as you exhale. Tip: The movement should not be fast but steady and under control.
4. Once you are standing completely straight up, lower the bar by pushing the hips back, only slightly bending the knees, unlike when squatting. Tip: Take a deep breath at the start of the movement and keep your chest up. Hold your breath as you lower and exhale as you complete the movement.
5. Repeat for the recommended amount of repetitions.",https://youtu.be/_oyxCn2iSjU,Barbell
3db09c4d-0239-4be4-80a5-cd7fe9e8cc2c,Hip Thrust,Glutes,strength,2026-04-11 13:45:59.238762+00,"1. Bar across hips; upper back on bench; feet flat, hip-width
2. Brace core; drive hips up by squeezing glutes hard
3. At the top: hips fully extended, shins vertical, body forms a straight line from shoulders to knees
4. Do not hyperextend the lumbar — posterior pelvic tilt at the top
5. Lower slowly and reset at the bottom before next rep
Cues: ""Squeeze glutes at the top,"" ""tuck your chin,"" ""push through your heels""",https://youtu.be/LM8XHLYJoYs,Bodyweight
41e6d3c5-8866-4cf9-bf8d-2052b11d9ff5,Push-Up,Chest,strength,2026-03-01 00:05:46.651691+00,"1. Lie on the floor face down and place your hands about 36 inches apart while holding your torso up at arms length.
2. Next, lower yourself downward until your chest almost touches the floor as you inhale.
3. Now breathe out and press your upper body back up to the starting position while squeezing your chest.
4. After a brief pause at the top contracted position, you can begin to lower yourself downward again for as many repetitions as needed.",https://youtu.be/At8PRTDDhrU,Bodyweight
db4a6e75-2b25-4eab-9b3c-6a6c36e14898,Pallof Press,Core,strength,2026-03-02 23:50:57.793365+00,"1. Connect a standard handle to a tower, and—if possible—position the cable to shoulder height. If not, a low pulley will suffice.
2. With your side to the cable, grab the handle with both hands and step away from the tower. You should be approximately arm's length away from the pulley, with the tension of the weight on the cable.
3. With your feet positioned hip-width apart and knees slightly bent, hold the cable to the middle of your chest. This will be your starting position.
4. Press the cable away from your chest, fully extending both arms. You core should be tight and engaged.
5. Hold the repetition for several seconds before returning to the starting position.
6. At the conclusion of the set, repeat facing the other direction.",https://youtu.be/8vflPTMBQ_g,Cable
143eff06-5ce2-4a69-9191-2686cc9b90b7,Hanging Leg Raises,Core,strength,2026-03-02 23:50:57.793365+00,Hang from a pull-up bar with arms fully extended. Brace core and tilt the pelvis posteriorly (tuck). Raise straight or bent legs until parallel to the floor or higher. Lower with control — avoid swinging or using momentum. The posterior pelvic tilt is key to targeting abs over hip flexors.,https://youtu.be/2n4UqRIJyk4,Bodyweight
e42fbdc9-2ae5-4813-9df9-1947777346f4,Bicycle Crunches,Core,strength,2026-03-02 23:50:57.793365+00,"Lie on back, hands lightly behind head (do not pull on neck). Bring opposite elbow to opposite knee as you extend the other leg low. Achieve full trunk rotation at the top. Move slow and controlled — do not rush or use momentum.",https://youtu.be/NWzlS1Lp1e8,Bodyweight
428141b0-63cf-4467-9514-fb6cbd01ea88,Overhead Press,Shoulders,strength,2026-03-01 00:05:46.651691+00,"1. Sit on a bench with back support in a squat rack. Position a barbell at a height that is just above your head. Grab the barbell with a pronated grip (palms facing forward).
2. Once you pick up the barbell with the correct grip width, lift the bar up over your head by locking your arms. Hold at about shoulder level and slightly in front of your head. This is your starting position.
3. Lower the bar down to the shoulders slowly as you inhale.
4. Lift the bar back up to the starting position as you exhale.
5. Repeat for the recommended amount of repetitions.",https://youtu.be/wol7Hko8RhY,Barbell
08e94c1d-f306-4734-9610-387b5626b503,Glute Bridge,Glutes,strength,2026-03-02 23:50:57.793365+00,"Lie on back with knees bent and feet flat, hip-width apart. Press through heels, driving hips toward the ceiling. Squeeze glutes hard at the top — avoid over-arching the lower back. Hold for 1–2 seconds. Lower slowly with control. Do not let knees cave inward.",https://youtu.be/OUgsJ8-Vi0E,Bodyweight
412295da-9c4c-4be5-9912-ec06c1a2ad5c,Leg Press,Legs,strength,2026-03-01 00:05:46.651691+00,"Load the platform. Position feet hip-width apart at mid-height on the platform. Lower the platform until knees reach 90° — do not let the lower back curl off the pad. Press through the heels. Do not fully lock out knees at the top. Foot position affects emphasis: higher feet = glutes, lower feet = quads.",https://youtu.be/nDh_BlnLCGc,Machine
e853e3ac-19aa-4582-b0b8-2e3caee8540a,Rest Periods Between Every Set,Full Body,flexibility,2026-04-11 13:58:03.684572+00,"This is a structured rest period, not a movement. Sit or stand quietly between sets. Breathe slowly and deeply to restore heart rate and ATP-PCr stores. Duration varies by goal: 1–2 min for hypertrophy, 2–3 min for strength, 3–5 min for maximal power. Do not skip rest — it directly impacts performance quality.",null,Bodyweight
b3cf51a0-28e6-4669-8764-384cd46702fc,Cable Fly,Chest,strength,2026-03-01 00:05:46.651691+00,Set pulleys at shoulder height. Stand with a slight forward lean at the hips. Keep elbows slightly bent throughout. Arc arms together in front of chest. Squeeze pecs hard at midpoint — pause briefly. Slow controlled return to full stretch. Do not lock elbows.,https://youtu.be/tGXIQR89-JE,Cable
bcd106ef-4d81-4360-8d5d-096f8d712a25,DB Bench Press,Chest,strength,2026-03-02 23:50:57.793365+00,Lie on bench with feet flat on floor. Press dumbbells from shoulder level to full extension over the chest. Control the descent over 2–3 seconds. Keep shoulder blades retracted and depressed throughout. Do not let dumbbells drift over the face or stomach.,https://youtu.be/1V3vpcaxRYQ,Dumbbell
ca50548c-d937-4474-991b-cf8afa17ebba,Barbell Ab Rollout,Core,strength,2026-04-03 17:07:47.200256+00,"1. For this exercise you will need to get into a pushup position, but instead of having your hands of the floor, you will be grabbing on to an Olympic barbell (loaded with 5-10 lbs on each side) instead. This will be your starting position.
2. While keeping a slight arch on your back, lift your hips and roll the barbell towards your feet as you exhale. Tip: As you perform the movement, your glutes should be coming up, you should be keeping the abs tight and should maintain your back posture at all times. Also your arms should be staying perpendicular to the floor throughout the movement. If you don't, you will work out your shoulders and back more than the abs.
3. After a second contraction at the top, start to roll the barbell back forward to the starting position slowly as you inhale.
4. Repeat for the recommended amount of repetitions.",https://youtu.be/3C1TRMJveXo,Barbell
29a3c98a-7878-454c-95ff-5e8f0af75eca,Standing Single-Arm Press,Shoulders,strength,2026-04-11 13:58:03.684572+00,Stand in a staggered stance with one foot forward. Hold a dumbbell at shoulder height in the opposite hand. Press straight up to full extension — avoid leaning to one side. Core braced to resist the unilateral load. Lower slowly. Complete all reps on one side then switch.,https://youtu.be/4INnuqPeyIQ,Dumbbell
31b86a08-c898-4703-9da4-aa980254d32c,Dumbbell Squat and Press,Legs and Shooulder,strength,2026-04-09 13:49:14.820924+00,"Stand with dumbbells at shoulders. Squat to depth — hip crease below parallel — then drive up explosively. At the top of the squat, use the momentum to press both dumbbells overhead. Lower DBs back to shoulders as you drop into the next squat. Core braced throughout.",https://youtu.be/xGCASSd_31E,Dumbbell
363cc770-2a65-40f8-a2d2-b652e96564bb,seated high row,Back,strength,2026-03-28 01:32:28.471579+00,Sit tall at the high-row machine. Grip handles at shoulder width. Pull to upper chest with elbows flaring wide — engage rear delts and upper traps. Squeeze at the end range. Return slowly. Keep chest up and shoulders back; do not let them round forward.,https://youtu.be/DHA7QGDa2qg,Machine
7d381adb-2d3f-44e6-b08a-07f28cd5e23d,World's Greatest Stretch,Full Body,stretch,2026-04-02 15:46:51.961723+00,"Step forward into a deep lunge. Place the hand on the same side as the front foot on the floor. Rotate the thoracic spine, reaching the top arm toward the ceiling. Hold 5 seconds. Return and step forward with the other foot. Combines hip flexor stretch, thoracic rotation, and hamstring mobility in one efficient movement.",https://youtu.be/OvObOV0WrKw,Bodyweight
febdf791-c9bc-476b-b72c-a5dc834eafdc,90/90 Hip Stretch,Hips,stretch,2026-04-02 15:46:51.961723+00,"Sit on the floor with both legs bent at 90° — one internally rotated in front, one externally rotated behind. Hold 30–60 seconds, then switch sides. Stretches hip external rotators on the front leg and hip flexors on the rear. The gold standard hip mobility drill.",https://youtu.be/VYvMMw8z3rE,Bodyweight
64a364d9-efcf-4f13-adc7-28d129afb28c,Doorway Chest Stretch,Chest,stretch,2026-04-02 15:46:51.961723+00,"Stand in a doorway with one forearm on the door frame. Step forward through the doorway until you feel a stretch across the chest and anterior shoulder. Vary the height of the arm to target upper, mid, and lower pec fibres. Hold 20–30 seconds per side.",https://youtu.be/O8rJw_TmC1Y,Bodyweight
dad51a7c-f1ec-4e11-867f-493c67fe45fe,Supine Twist,Back,stretch,2026-04-02 15:46:51.961723+00,Lie on your back with arms extended to the sides in a T-shape. Bend both knees and let them fall to one side while your gaze goes the opposite direction. Hold 20–30 seconds — feel a stretch through the thoracic spine and obliques. Return to centre and switch sides. Keep shoulders flat on the floor.,https://youtu.be/ElKoMMaTPCM,Bodyweight
3153bf6c-a798-47b4-87eb-92b2fb654c99,DB Incline Press,Chest,strength,2026-03-02 23:50:57.793365+00,Set bench to 30–45°. Press dumbbells from shoulder level to full extension. Control the descent with a slight pause at the bottom. Do not let elbows drop below the bench level. Shoulder blades pinched together and depressed throughout.,https://youtu.be/ou6s32mJgjU,Dumbbell
b1254d46-2f3a-4be9-a649-cfbc86c40e71,Cable Woodchops,Core,strength,2026-03-02 23:50:57.793365+00,Set pulley at a high position (chop down) or low position (chop up). Grip the handle with both hands. Rotate diagonally across your body with arms extended. Movement comes from the core rotation — hips pivot but stay controlled. Slow controlled return each rep.,https://youtu.be/ZDt4MCvjMAA,Cable
919fce78-c74c-44cb-ad1f-d18d4fb14959,Hip Flexor Stretch,Hips,stretch,2026-04-02 15:46:51.961723+00,Kneel on one knee with the other foot forward. Shift hips forward and squeeze the glute of the rear leg to intensify the stretch on the hip flexor (psoas). Keep the torso upright. Hold 30–60 seconds per side. Adding a slight lean away from the rear leg deepens the lateral hip flexor stretch.,https://youtu.be/ktgtEWGhFd8,Bodyweight
d7cefd33-1222-4277-9414-0b3db7b1d1e8,Couch Stretch,Legs,stretch,2026-04-02 15:46:51.961723+00,Kneel facing a couch or bench. Place one foot up on the bench behind you (similar to a rear-elevated lunge). Sit the hips down and forward until you feel a deep stretch in the front of the rear thigh (rectus femoris) and hip flexor. Hold 60–90 seconds per side.,https://youtu.be/B3rOeBLqlF4,Bodyweight
78ea4d3c-a29e-49d2-9a38-e39188022c4f,Piriformis Stretch,Glutes,stretch,2026-04-02 15:46:51.961723+00,Lie on your back. Cross one ankle over the opposite knee and pull both legs toward your chest. Hold the shin or thigh of the straight leg. You will feel a stretch in the piriformis and deep hip external rotators of the crossed leg. Hold 30–60 seconds per side. Breathe deeply.,https://youtu.be/E6sqUHFt6Ng,Bodyweight
b8700034-51a3-4f2a-999f-cb6354d9cc24,IT Band Stretch,Legs,stretch,2026-04-02 15:46:51.961723+00,"Stand and cross one foot over the opposite ankle. Lean into a wall or pole, bending the outside knee. You will feel a stretch along the IT band and outer thigh of the crossed leg. Hold 30 seconds. Shift the pelvis slightly away from the wall to deepen. Switch sides.",https://youtu.be/aOQOV6LG9nw,Bodyweight
941e9820-69b0-42e3-86ee-ea96c79513ff,Thread the Needle,Back,stretch,2026-04-02 15:46:51.961723+00,"Start on hands and knees. Thread one arm under the body, reaching as far to the opposite side as possible — shoulder and ear drop to the floor. The other arm stays extended for support. Hold 20–30 seconds. Targets thoracic rotation and posterior shoulder mobility.",https://youtu.be/MfUx9FCOb1E,Bodyweight
